  ip_max      load      disp      peeq  pressure   svmises     triax    eps_cr   csr_max
    4784  9.55e-01  4.05e+00  4.78e-03  5.39e+02  2.50e+02  2.16e+00  1.61e-02  2.97e-01
    4784  9.83e-01  4.25e+00  5.29e-03  5.60e+02  2.51e+02  2.23e+00  1.45e-02  3.66e-01
    4784  1.01e+00  4.45e+00  5.80e-03  5.79e+02  2.52e+02  2.30e+00  1.31e-02  4.44e-01
    4784  1.03e+00  4.66e+00  6.32e-03  5.98e+02  2.53e+02  2.37e+00  1.18e-02  5.34e-01
    4784  1.06e+00  4.86e+00  6.85e-03  6.16e+02  2.54e+02  2.43e+00  1.08e-02  6.35e-01
    4784  1.08e+00  5.07e+00  7.37e-03  6.34e+02  2.55e+02  2.49e+00  9.84e-03  7.50e-01
    4784  1.10e+00  5.28e+00  7.90e-03  6.52e+02  2.56e+02  2.55e+00  9.00e-03  8.78e-01
    4784  1.12e+00  5.49e+00  8.43e-03  6.69e+02  2.57e+02  2.61e+00  8.27e-03  1.02e+00
    4784  1.14e+00  5.70e+00  8.96e-03  6.86e+02  2.58e+02  2.66e+00  7.64e-03  1.17e+00
    4784  1.15e+00  5.91e+00  9.49e-03  7.01e+02  2.59e+02  2.71e+00  7.09e-03  1.34e+00
    4784  1.17e+00  6.12e+00  1.00e-02  7.17e+02  2.60e+02  2.76e+00  6.60e-03  1.52e+00
    4784  1.18e+00  6.34e+00  1.05e-02  7.31e+02  2.61e+02  2.80e+00  6.17e-03  1.71e+00
    4784  1.19e+00  6.55e+00  1.11e-02  7.46e+02  2.62e+02  2.84e+00  5.78e-03  1.91e+00
    4784  1.21e+00  6.76e+00  1.16e-02  7.60e+02  2.63e+02  2.89e+00  5.43e-03  2.13e+00
    4784  1.22e+00  6.98e+00  1.21e-02  7.73e+02  2.64e+02  2.93e+00  5.11e-03  2.37e+00
    4784  1.23e+00  7.19e+00  1.26e-02  7.86e+02  2.65e+02  2.96e+00  4.83e-03  2.62e+00
    4784  1.24e+00  7.40e+00  1.32e-02  7.99e+02  2.66e+02  3.00e+00  4.57e-03  2.88e+00
    4784  1.25e+00  7.62e+00  1.37e-02  8.12e+02  2.67e+02  3.04e+00  4.34e-03  3.15e+00
    4784  1.26e+00  7.80e+00  1.41e-02  8.22e+02  2.68e+02  3.06e+00  4.17e-03  3.39e+00
    4784  1.27e+00  7.98e+00  1.45e-02  8.32e+02  2.69e+02  3.09e+00  4.00e-03  3.64e+00
    4784  1.27e+00  8.16e+00  1.50e-02  8.41e+02  2.70e+02  3.12e+00  3.84e-03  3.90e+00
    4784  1.28e+00  8.34e+00  1.54e-02  8.51e+02  2.71e+02  3.14e+00  3.69e-03  4.17e+00
    4784  1.29e+00  8.51e+00  1.58e-02  8.61e+02  2.72e+02  3.17e+00  3.55e-03  4.46e+00
    4784  1.29e+00  8.69e+00  1.63e-02  8.71e+02  2.73e+02  3.19e+00  3.42e-03  4.76e+00
    4784  1.30e+00  8.87e+00  1.67e-02  8.80e+02  2.73e+02  3.22e+00  3.30e-03  5.06e+00
    4784  1.30e+00  9.05e+00  1.72e-02  8.89e+02  2.74e+02  3.24e+00  3.19e-03  5.38e+00
    4784  1.31e+00  9.23e+00  1.76e-02  8.98e+02  2.75e+02  3.26e+00  3.08e-03  5.71e+00
    4784  1.32e+00  9.41e+00  1.80e-02  9.07e+02  2.76e+02  3.29e+00  2.98e-03  6.05e+00
    4784  1.32e+00  9.59e+00  1.85e-02  9.16e+02  2.77e+02  3.31e+00  2.89e-03  6.40e+00
    4784  1.33e+00  9.77e+00  1.89e-02  9.25e+02  2.78e+02  3.33e+00  2.80e-03  6.75e+00
    4784  1.33e+00  9.95e+00  1.93e-02  9.33e+02  2.79e+02  3.35e+00  2.72e-03  7.12e+00
    4784  1.34e+00  1.01e+01  1.98e-02  9.41e+02  2.80e+02  3.37e+00  2.64e-03  7.49e+00
    4784  1.34e+00  1.03e+01  2.02e-02  9.49e+02  2.80e+02  3.38e+00  2.57e-03  7.86e+00
    4784  1.35e+00  1.05e+01  2.07e-02  9.57e+02  2.81e+02  3.40e+00  2.50e-03  8.25e+00
    4784  1.35e+00  1.07e+01  2.11e-02  9.65e+02  2.82e+02  3.42e+00  2.44e-03  8.65e+00
    4784  1.36e+00  1.09e+01  2.15e-02  9.73e+02  2.83e+02  3.44e+00  2.38e-03  9.05e+00
    4784  1.36e+00  1.10e+01  2.20e-02  9.80e+02  2.84e+02  3.45e+00  2.32e-03  9.45e+00
    4784  1.36e+00  1.12e+01  2.24e-02  9.88e+02  2.85e+02  3.47e+00  2.27e-03  9.87e+00
    4784  1.37e+00  1.14e+01  2.28e-02  9.95e+02  2.86e+02  3.48e+00  2.22e-03  1.03e+01
    4784  1.37e+00  1.16e+01  2.33e-02  1.00e+03  2.87e+02  3.50e+00  2.17e-03  1.07e+01
    4784  1.38e+00  1.18e+01  2.37e-02  1.01e+03  2.87e+02  3.51e+00  2.13e-03  1.11e+01
