  ip_max      load      disp      peeq  pressure   svmises     triax    eps_cr   csr_max
  155796  1.09e+00  6.07e+00  1.92e-02  6.90e+02  2.40e+02  2.88e+00  5.51e-03  3.48e+00
  155796  1.10e+00  6.22e+00  1.99e-02  6.96e+02  2.40e+02  2.90e+00  5.33e-03  3.73e+00
  155796  1.11e+00  6.37e+00  2.06e-02  7.01e+02  2.40e+02  2.92e+00  5.16e-03  3.98e+00
  155796  1.11e+00  6.52e+00  2.12e-02  7.06e+02  2.40e+02  2.94e+00  5.01e-03  4.24e+00
  155796  1.12e+00  6.68e+00  2.19e-02  7.10e+02  2.40e+02  2.96e+00  4.87e-03  4.51e+00
  155796  1.13e+00  6.83e+00  2.26e-02  7.15e+02  2.40e+02  2.98e+00  4.73e-03  4.78e+00
  155796  1.14e+00  6.98e+00  2.33e-02  7.19e+02  2.40e+02  3.00e+00  4.61e-03  5.05e+00
  155796  1.14e+00  7.14e+00  2.40e-02  7.23e+02  2.40e+02  3.01e+00  4.50e-03  5.34e+00
  155796  1.15e+00  7.29e+00  2.47e-02  7.27e+02  2.40e+02  3.03e+00  4.39e-03  5.62e+00
  150246  1.15e+00  7.45e+00  1.48e-02  8.23e+02  2.40e+02  3.43e+00  2.41e-03  6.14e+00
  150246  1.16e+00  7.58e+00  1.52e-02  8.31e+02  2.40e+02  3.46e+00  2.29e-03  6.64e+00
  150246  1.16e+00  7.71e+00  1.56e-02  8.39e+02  2.40e+02  3.50e+00  2.17e-03  7.16e+00
  150246  1.17e+00  7.84e+00  1.60e-02  8.47e+02  2.40e+02  3.53e+00  2.07e-03  7.73e+00
  150246  1.17e+00  7.96e+00  1.64e-02  8.55e+02  2.40e+02  3.56e+00  1.97e-03  8.32e+00
  150246  1.18e+00  8.09e+00  1.67e-02  8.63e+02  2.40e+02  3.60e+00  1.87e-03  8.95e+00
  150246  1.18e+00  8.22e+00  1.71e-02  8.71e+02  2.40e+02  3.63e+00  1.78e-03  9.62e+00
  150246  1.18e+00  8.35e+00  1.75e-02  8.79e+02  2.40e+02  3.66e+00  1.69e-03  1.03e+01
  150246  1.19e+00  8.48e+00  1.79e-02  8.87e+02  2.40e+02  3.70e+00  1.61e-03  1.11e+01
  150246  1.19e+00  8.61e+00  1.83e-02  8.94e+02  2.40e+02  3.73e+00  1.54e-03  1.19e+01
  150246  1.19e+00  8.74e+00  1.87e-02  9.02e+02  2.40e+02  3.76e+00  1.47e-03  1.27e+01
  150246  1.20e+00  8.90e+00  1.92e-02  9.11e+02  2.40e+02  3.80e+00  1.39e-03  1.38e+01
  150246  1.20e+00  9.06e+00  1.96e-02  9.20e+02  2.40e+02  3.83e+00  1.31e-03  1.50e+01
  150246  1.20e+00  9.21e+00  2.01e-02  9.29e+02  2.40e+02  3.87e+00  1.24e-03  1.62e+01
