  ip_max      load      disp      peeq  pressure   svmises     triax    eps_cr   csr_max
    4784  9.50e-01  4.05e+00  5.05e-03  5.39e+02  2.40e+02  2.25e+00  1.42e-02  3.57e-01
    4784  9.77e-01  4.26e+00  5.60e-03  5.60e+02  2.40e+02  2.33e+00  1.25e-02  4.48e-01
    4784  9.99e-01  4.43e+00  6.06e-03  5.75e+02  2.40e+02  2.40e+00  1.13e-02  5.36e-01
    4784  1.02e+00  4.60e+00  6.52e-03  5.91e+02  2.40e+02  2.46e+00  1.03e-02  6.36e-01
    4784  1.04e+00  4.77e+00  7.00e-03  6.06e+02  2.40e+02  2.53e+00  9.32e-03  7.50e-01
    4784  1.06e+00  4.95e+00  7.47e-03  6.21e+02  2.40e+02  2.59e+00  8.49e-03  8.79e-01
    4784  1.07e+00  5.12e+00  7.95e-03  6.36e+02  2.40e+02  2.65e+00  7.75e-03  1.03e+00
    4784  1.09e+00  5.30e+00  8.43e-03  6.50e+02  2.40e+02  2.71e+00  7.09e-03  1.19e+00
    4784  1.10e+00  5.47e+00  8.91e-03  6.64e+02  2.40e+02  2.77e+00  6.50e-03  1.37e+00
    4784  1.12e+00  5.65e+00  9.40e-03  6.77e+02  2.40e+02  2.82e+00  5.98e-03  1.57e+00
    4784  1.13e+00  5.83e+00  9.88e-03  6.90e+02  2.40e+02  2.88e+00  5.51e-03  1.79e+00
    4784  1.14e+00  6.01e+00  1.04e-02  7.03e+02  2.40e+02  2.93e+00  5.11e-03  2.03e+00
    4784  1.15e+00  6.19e+00  1.08e-02  7.15e+02  2.40e+02  2.98e+00  4.74e-03  2.29e+00
    4784  1.16e+00  6.37e+00  1.13e-02  7.26e+02  2.40e+02  3.03e+00  4.40e-03  2.57e+00
    4784  1.17e+00  6.55e+00  1.18e-02  7.38e+02  2.40e+02  3.07e+00  4.10e-03  2.88e+00
    4784  1.18e+00  6.73e+00  1.23e-02  7.49e+02  2.40e+02  3.12e+00  3.83e-03  3.21e+00
    4784  1.19e+00  6.91e+00  1.28e-02  7.59e+02  2.40e+02  3.16e+00  3.58e-03  3.57e+00
    4784  1.20e+00  7.09e+00  1.33e-02  7.70e+02  2.40e+02  3.21e+00  3.35e-03  3.96e+00
    4784  1.21e+00  7.27e+00  1.38e-02  7.80e+02  2.40e+02  3.25e+00  3.15e-03  4.37e+00
    4784  1.22e+00  7.45e+00  1.42e-02  7.90e+02  2.40e+02  3.29e+00  2.96e-03  4.81e+00
    4784  1.22e+00  7.63e+00  1.47e-02  7.99e+02  2.40e+02  3.33e+00  2.79e-03  5.28e+00
    4784  1.23e+00  7.78e+00  1.51e-02  8.07e+02  2.40e+02  3.36e+00  2.66e-03  5.69e+00
    4784  1.23e+00  7.91e+00  1.55e-02  8.13e+02  2.40e+02  3.39e+00  2.56e-03  6.05e+00
    4784  1.24e+00  8.04e+00  1.58e-02  8.20e+02  2.40e+02  3.41e+00  2.46e-03  6.43e+00
    4784  1.24e+00  8.16e+00  1.61e-02  8.26e+02  2.40e+02  3.44e+00  2.36e-03  6.83e+00
    4784  1.25e+00  8.29e+00  1.65e-02  8.32e+02  2.40e+02  3.47e+00  2.27e-03  7.25e+00
    4784  1.25e+00  8.42e+00  1.68e-02  8.38e+02  2.40e+02  3.49e+00  2.19e-03  7.69e+00
    4784  1.25e+00  8.55e+00  1.72e-02  8.44e+02  2.40e+02  3.52e+00  2.11e-03  8.15e+00
    4784  1.26e+00  8.70e+00  1.76e-02  8.52e+02  2.40e+02  3.55e+00  2.01e-03  8.73e+00
    4784  1.26e+00  8.85e+00  1.80e-02  8.59e+02  2.40e+02  3.58e+00  1.93e-03  9.34e+00
    4784  1.27e+00  9.00e+00  1.84e-02  8.65e+02  2.40e+02  3.61e+00  1.84e-03  9.97e+00
    4784  1.27e+00  9.16e+00  1.88e-02  8.72e+02  2.40e+02  3.63e+00  1.77e-03  1.06e+01
    4784  1.27e+00  9.31e+00  1.92e-02  8.79e+02  2.40e+02  3.66e+00  1.70e-03  1.13e+01
    4784  1.28e+00  9.46e+00  1.96e-02  8.85e+02  2.40e+02  3.69e+00  1.63e-03  1.21e+01
    4784  1.28e+00  9.62e+00  2.00e-02  8.92e+02  2.40e+02  3.72e+00  1.56e-03  1.28e+01
    4784  1.28e+00  9.77e+00  2.05e-02  8.98e+02  2.40e+02  3.74e+00  1.50e-03  1.36e+01
    4784  1.29e+00  9.93e+00  2.09e-02  9.04e+02  2.40e+02  3.77e+00  1.45e-03  1.44e+01
    4784  1.29e+00  1.01e+01  2.14e-02  9.12e+02  2.40e+02  3.80e+00  1.38e-03  1.55e+01
    4784  1.30e+00  1.03e+01  2.19e-02  9.18e+02  2.40e+02  3.83e+00  1.32e-03  1.65e+01
    4784  1.30e+00  1.05e+01  2.24e-02  9.25e+02  2.40e+02  3.85e+00  1.27e-03  1.76e+01
    4784  1.30e+00  1.07e+01  2.29e-02  9.32e+02  2.40e+02  3.88e+00  1.22e-03  1.88e+01
