  ip_max      load      disp      peeq  pressure   svmises     triax    eps_cr   csr_max
  633602  8.94e-01  4.17e+00  1.27e-02  5.44e+02  2.65e+02  2.05e+00  1.90e-02  6.65e-01
  633602  9.05e-01  4.26e+00  1.31e-02  5.48e+02  2.66e+02  2.06e+00  1.88e-02  6.99e-01
  633602  9.15e-01  4.34e+00  1.36e-02  5.53e+02  2.67e+02  2.07e+00  1.85e-02  7.33e-01
  633602  9.25e-01  4.43e+00  1.40e-02  5.57e+02  2.68e+02  2.08e+00  1.83e-02  7.67e-01
  633602  9.35e-01  4.51e+00  1.45e-02  5.61e+02  2.69e+02  2.09e+00  1.80e-02  8.02e-01
  633602  9.44e-01  4.60e+00  1.49e-02  5.65e+02  2.70e+02  2.09e+00  1.78e-02  8.38e-01
  633602  9.54e-01  4.69e+00  1.54e-02  5.69e+02  2.71e+02  2.10e+00  1.76e-02  8.73e-01
  633602  9.63e-01  4.78e+00  1.59e-02  5.73e+02  2.72e+02  2.11e+00  1.75e-02  9.09e-01
  633602  9.71e-01  4.86e+00  1.63e-02  5.77e+02  2.73e+02  2.11e+00  1.73e-02  9.45e-01
  633602  9.80e-01  4.95e+00  1.68e-02  5.80e+02  2.74e+02  2.12e+00  1.71e-02  9.81e-01
  633602  9.88e-01  5.04e+00  1.73e-02  5.84e+02  2.75e+02  2.13e+00  1.70e-02  1.02e+00
  633602  9.96e-01  5.13e+00  1.77e-02  5.88e+02  2.75e+02  2.13e+00  1.68e-02  1.05e+00
  633602  1.00e+00  5.22e+00  1.82e-02  5.91e+02  2.76e+02  2.14e+00  1.67e-02  1.09e+00
  768786  1.01e+00  5.31e+00  1.17e-02  6.47e+02  2.63e+02  2.46e+00  1.03e-02  1.13e+00
  768786  1.02e+00  5.40e+00  1.20e-02  6.54e+02  2.64e+02  2.48e+00  1.01e-02  1.19e+00
  768786  1.03e+00  5.48e+00  1.24e-02  6.60e+02  2.65e+02  2.49e+00  9.81e-03  1.26e+00
  768786  1.03e+00  5.57e+00  1.27e-02  6.66e+02  2.65e+02  2.51e+00  9.58e-03  1.32e+00
  768786  1.04e+00  5.66e+00  1.30e-02  6.71e+02  2.66e+02  2.52e+00  9.35e-03  1.39e+00
  768786  1.05e+00  5.75e+00  1.33e-02  6.77e+02  2.67e+02  2.54e+00  9.14e-03  1.46e+00
  768786  1.05e+00  5.84e+00  1.37e-02  6.83e+02  2.67e+02  2.55e+00  8.93e-03  1.53e+00
  768786  1.06e+00  5.93e+00  1.40e-02  6.89e+02  2.68e+02  2.57e+00  8.73e-03  1.61e+00
  768786  1.07e+00  6.02e+00  1.43e-02  6.94e+02  2.69e+02  2.58e+00  8.54e-03  1.68e+00
  768786  1.07e+00  6.13e+00  1.47e-02  7.01e+02  2.70e+02  2.60e+00  8.32e-03  1.77e+00
  768786  1.08e+00  6.24e+00  1.51e-02  7.08e+02  2.70e+02  2.62e+00  8.12e-03  1.87e+00
  768786  1.09e+00  6.35e+00  1.55e-02  7.14e+02  2.71e+02  2.63e+00  7.92e-03  1.96e+00
  768786  1.09e+00  6.46e+00  1.59e-02  7.21e+02  2.72e+02  2.65e+00  7.74e-03  2.06e+00
