  ip_max      load      disp      peeq  pressure   svmises     triax    eps_cr   csr_max
   24224  8.50e-01  3.34e+00  6.10e-02  2.53e+02  2.40e+02  1.06e+00  8.46e-02  7.21e-01
   24224  8.51e-01  3.43e+00  6.28e-02  2.56e+02  2.40e+02  1.07e+00  8.33e-02  7.54e-01
   24224  8.51e-01  3.53e+00  6.45e-02  2.58e+02  2.40e+02  1.08e+00  8.19e-02  7.87e-01
   24224  8.51e-01  3.63e+00  6.63e-02  2.61e+02  2.40e+02  1.09e+00  8.07e-02  8.21e-01
   24224  8.51e-01  3.73e+00  6.80e-02  2.63e+02  2.40e+02  1.10e+00  7.96e-02  8.55e-01
   24224  8.52e-01  3.82e+00  6.98e-02  2.65e+02  2.40e+02  1.11e+00  7.85e-02  8.89e-01
   24224  8.52e-01  3.92e+00  7.15e-02  2.67e+02  2.40e+02  1.11e+00  7.75e-02  9.23e-01
   24224  8.52e-01  4.00e+00  7.30e-02  2.69e+02  2.40e+02  1.12e+00  7.68e-02  9.51e-01
   24224  8.52e-01  4.08e+00  7.44e-02  2.70e+02  2.40e+02  1.13e+00  7.60e-02  9.79e-01
   24224  8.52e-01  4.18e+00  7.62e-02  2.72e+02  2.40e+02  1.13e+00  7.52e-02  1.01e+00
