  ip_max      load      disp      peeq  pressure   svmises     triax    eps_cr   csr_max
       0  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
       0  1.67e-02  6.16e-02  0.00e+00 -6.10e-01  1.07e+00 -5.69e-01  9.68e-01  0.00e+00
       0  3.67e-02  1.35e-01  0.00e+00 -1.34e+00  2.36e+00 -5.69e-01  9.68e-01  0.00e+00
       0  6.07e-02  2.24e-01  0.00e+00 -2.22e+00  3.90e+00 -5.69e-01  9.68e-01  0.00e+00
       0  8.95e-02  3.31e-01  0.00e+00 -3.28e+00  5.76e+00 -5.69e-01  9.68e-01  0.00e+00
       0  1.24e-01  4.58e-01  0.00e+00 -4.54e+00  7.98e+00 -5.69e-01  9.68e-01  0.00e+00
       0  1.65e-01  6.11e-01  0.00e+00 -6.06e+00  1.06e+01 -5.69e-01  9.68e-01  0.00e+00
       0  2.15e-01  7.95e-01  0.00e+00 -7.88e+00  1.38e+01 -5.69e-01  9.68e-01  0.00e+00
       0  2.75e-01  1.02e+00  0.00e+00 -1.01e+01  1.77e+01 -5.69e-01  9.68e-01  0.00e+00
  689924  3.47e-01  1.28e+00  1.16e-04  2.10e+02  2.40e+02  8.73e-01  1.11e-01  1.04e-03
  689924  4.31e-01  1.60e+00  9.91e-04  2.61e+02  2.40e+02  1.09e+00  8.06e-02  1.23e-02
  689924  4.72e-01  1.76e+00  1.76e-03  2.81e+02  2.40e+02  1.17e+00  7.10e-02  2.47e-02
  689924  5.04e-01  1.89e+00  2.51e-03  2.94e+02  2.40e+02  1.22e+00  6.56e-02  3.82e-02
  689924  5.30e-01  2.01e+00  3.23e-03  3.01e+02  2.40e+02  1.25e+00  6.28e-02  5.15e-02
  689924  5.51e-01  2.10e+00  3.91e-03  3.05e+02  2.40e+02  1.27e+00  6.13e-02  6.38e-02
  689924  5.68e-01  2.19e+00  4.49e-03  3.07e+02  2.40e+02  1.28e+00  6.04e-02  7.43e-02
  689926  5.81e-01  2.25e+00  4.06e-03  3.43e+02  2.40e+02  1.43e+00  4.83e-02  8.41e-02
